id,name,age,occupation,gender,annual_income,region,persona,personal_score,saving_goal_text,target_max_spending_amount
27,강미현,51,교육 및 훈련 사무원,Female,40200000,부산 부산-부산진구,"강미현 씨는 부산진구의 변화를 즐기는 개방적인 태도로 금융권 사무직의 전문성을 유지하며, 가족의 화목과 소소한 빵 쇼핑에서 행복을 찾는 50대 여성입니다. 주요 강점은 연간 교육 훈련 커리큘럼 수립 및 일정 관리, 교육 예산 집행 및 증빙 서류 정산이며, 일상 관심사는 유튜브 숏폼 영상 시청하며 생각 비우기, 국내 역사 유적지 가족 여행, 전포동 베이커리 카페 투어입니다. 가족·주거 형태는 배우자·자녀·아버지와 거주, 주택 이외의 거처이며, 급격한 직위 상승이나 성취보다는 지금의 숙련도를 유지하며 가족들과 보내는 저녁 시간을 온전히 지킬 수 있는 안정적인 직장 생활을 지향합니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 부산 부산-부산진구 거주, 교육 및 훈련 사무원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 주거비 안정화, 취미/관심사(유튜브 숏폼 영상 시청하며 생각 비우기) 지출을 조절하고 강점(연간 교육 훈련 커리큘럼 수립 및 일정 관리)을 활용해 월별 저축 루틴을 유지하기",1980000
28,김가윤,44,건물 경비원,Female,32300000,전북 전북-군산시,"김가윤 씨는 군산에서 경비원으로 일하며 자녀를 홀로 키우는 강인한 생활력의 소유자로, 정적인 일상 속에서 소소한 문화생활과 가족과의 여행으로 위안을 얻는 40대 여성입니다. 주요 강점은 단지 내 시설물 안전 점검 및 이상 유무 모니터링, 입주민 민원 접수 및 차분한 중재 능력이며, 일상 관심사는 고군산군도 해안도로 드라이브 및 풍경 감상, 최신 개봉 영화 관람 및 감상평 기록, 동네 단골 미용실에서의 헤어 스타일 관리입니다. 가족·주거 형태는 자녀와 거주 (한부모), 아파트이며, 무리한 직종 변경보다는 지금 있는 곳에서 입주민들에게 '가장 믿음직한 경비원'이라는 평판을 얻으며 정년까지 평온하게 근무하고 싶어 합니다.",0,"가족 생활비와 노후 준비의 균형 확보: 전북 전북-군산시 거주, 건물 경비원 생활 패턴을 기준으로 부모님 부양 비용 관리, 월 고정 주거비 관리, 취미/관심사(고군산군도 해안도로 드라이브 및 풍경 감상) 지출을 조절하고 강점(단지 내 시설물 안전 점검 및 이상 유무 모니터링)을 활용해 월별 저축 루틴을 유지하기",1780000
29,이동성,53,무직,Male,0,충청남 충청남-천안시 서북구,"이동성 씨는 분석적인 정보통신 전공 지식과 충청도식 여유를 가진 채, 건강 관리와 소박한 일상의 균형을 찾는 50대 가장입니다. 주요 강점은 가정 내 네트워크 및 와이파이 최적화, 디지털 기기 하드웨어 기본 정비이며, 일상 관심사는 천호지 호수공원 아침 산책, 종이 신문 탐독 및 스크랩, 광덕산 등산 및 자연 풍경 감상입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 무리한 확장보다는 현재의 건강 상태를 고려한 적정 수준의 경제 활동과 가족과의 시간을 균형 있게 맞추는 것에 집중합니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 충청남 충청남-천안시 서북구 거주, 무직 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(천호지 호수공원 아침 산책) 지출을 조절하고 강점(가정 내 네트워크 및 와이파이 최적화)을 활용해 월별 저축 루틴을 유지하기",500000
30,이준혁,48,철도 고가 전선 가설원,Male,53500000,충청남 충청남-천안시 동남구,"이준혁 씨는 천안에서 철도 전선 가설원으로 일하며 아버지와 함께 사는, 책임감 강하고 실용적인 성격의 40대 가장입니다. 주요 강점은 가공 전차선 장력 조절, 고소 작업대 운용 및 안전 제어이며, 일상 관심사는 태조산 및 광덕산 등산, 동네 배드민턴 클럽 활동, 헬스장 유산소 운동입니다. 가족·주거 형태는 아버지와 동거, 아파트이며, 퇴직 이후에도 소규모 설비 보수 자문 일을 하며 규칙적인 생활 리듬을 유지하는 소박한 삶을 꿈꿉니다.",0,"가족 생활비와 노후 준비의 균형 확보: 충청남 충청남-천안시 동남구 거주, 철도 고가 전선 가설원 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(태조산 및 광덕산 등산) 지출을 조절하고 강점(가공 전차선 장력 조절)을 활용해 월별 저축 루틴을 유지하기",2720000
31,고다연,26,"전직 상품 기획자, 현재 구직중",Female,0,광주 광주-북구,"고다연 씨는 인문학적 감성을 가진 전직 상품 기획자로, 광주에서 자신만의 확고한 취향과 미식을 즐기며 가치 있는 재취업을 꿈꾸는 26세 여성입니다. 주요 강점은 시장 트렌드 분석, 제품 컨셉 기획이며, 일상 관심사는 동네 목욕탕 투어, 전국 노포 맛집 탐방, 인테리어 브이로그 시청입니다. 가족·주거 형태는 혼자 거주, 아파트이며, 현재는 공백기에 대한 불안감이 있지만, 조급하게 아무 곳이나 들어가기보다 자신의 가치관과 맞는 브랜드의 기획자로 재취업하려 준비 중입니다.",0,"비상금과 커리어 전환 자금 마련: 광주 광주-북구 거주, 전직 상품 기획자, 현재 구직중 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(동네 목욕탕 투어) 지출을 조절하고 강점(시장 트렌드 분석)을 활용해 월별 저축 루틴을 유지하기",500000
32,조도훈,25,호송 경비원,Male,34200000,경기 경기-성남시 수정구,"조도훈 씨는 성남에서 나고 자란 실속 있는 청년으로, 철저한 직업 정신과 소박한 저축 습관을 지닌 채 노포 맛집 탐방과 게임으로 삶의 활력을 찾는 인물입니다. 주요 강점은 호송 경로 최적화 및 보안 점검, 돌발 상황 대응 및 제압 기술이며, 일상 관심사는 전국 노포 맛집 탐방, 리그 오브 레전드, 동네 목욕탕 사우나입니다. 가족·주거 형태는 혼자 거주, 단독주택이며, 매달 월급의 일정 부분을 꼼꼼하게 저축해 성남 지역에 본인 명의의 작은 집을 마련하려는 계획을 세우고 있습니다.",0,"비상금과 커리어 전환 자금 마련: 경기 경기-성남시 수정구 거주, 호송 경비원 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 주거비 안정화, 취미/관심사(전국 노포 맛집 탐방) 지출을 조절하고 강점(호송 경로 최적화 및 보안 점검)을 활용해 월별 저축 루틴을 유지하기",2080000
33,정수경,51,건물 청소원,Female,52500000,강원 강원-원주시,"정수경 씨는 원주 중앙시장의 정서를 간직한 채 금융기관 건물 청소원으로 성실하게 일하며, 가족의 안락한 미래와 소박한 식도락의 기쁨을 쫓는 50대 여성입니다. 주요 강점은 자재별 맞춤 세정제 배합 및 활용, 대형 건물 효율적 청소 동선 설계이며, 일상 관심사는 전국 제철 나물 맛집 탐방, 베란다 텃밭 가꾸기, 지역 주민 자치 모임 참여입니다. 가족·주거 형태는 배우자·편부모와 거주, 아파트이며, 현재의 직무에서 성실함을 인정받아 고용 기간을 안정적으로 확보하고, 매달 받는 급여를 알뜰하게 모아 부모님을 모시고 더 쾌적한 주거 환경으로 옮기는 것을 최우선으로 생각합니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 강원 강원-원주시 거주, 건물 청소원 생활 패턴을 기준으로 부모님 부양 비용 관리, 월 고정 주거비 관리, 취미/관심사(전국 제철 나물 맛집 탐방) 지출을 조절하고 강점(자재별 맞춤 세정제 배합 및 활용)을 활용해 월별 저축 루틴을 유지하기",2540000
34,이순복,57,무직,Female,0,경기 경기-부천시 원미구,"이순복 씨는 부천에서 자녀와 함께 사는 보건복지 전공의 생활력 강한 여성으로, 현실적인 조언과 소소한 춤과 산책으로 삶의 균형을 잡고 있습니다. 주요 강점은 정부 복지 혜택 및 보조금 신청 가이드, 노인 및 취약계층 건강 상담이며, 일상 관심사는 부천역 인근 댄스 클럽 방문, 상동호수공원 산책, 최신 트로트 및 댄스 음악 감상입니다. 가족·주거 형태는 자녀와 거주 (한부모), 다세대주택이며, 현재는 경제활동보다 삶의 균형을 찾는 데 집중하고 있으며, 나중에는 동네 복지관에서 시간제 상담사로 활동하며 전공 지식을 나누는 소박한 보람을 계획하고 있습니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 경기 경기-부천시 원미구 거주, 무직 생활 패턴을 기준으로 부모님 부양 비용 관리, 월 고정 주거비 관리, 취미/관심사(부천역 인근 댄스 클럽 방문) 지출을 조절하고 강점(정부 복지 혜택 및 보조금 신청 가이드)을 활용해 월별 저축 루틴을 유지하기",500000
35,장현정,29,무직,Female,0,광주 광주-남구,"장현정 씨는 광주 남구의 자가 아파트에 거주하며 로컬 기획자를 꿈꾸는, 사교적이고 섬세한 감성의 20대 후반 여성입니다. 주요 강점은 분위기 조성 및 아이스브레이킹, 인문학적 관점의 텍스트 분석이며, 일상 관심사는 헬스장 스피닝 수업 참여, 일본 만화 정주행, 양림동 골목 산책입니다. 가족·주거 형태는 혼자 거주, 아파트이며, 자신이 가진 사교성과 예술적 감각을 결합해 광주 지역의 문화 예술 공간을 활성화하는 로컬 기획자로 성장하여 지역 사회에 소소한 활력을 불어넣고 싶어 합니다.",0,"비상금과 커리어 전환 자금 마련: 광주 광주-남구 거주, 무직 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(헬스장 스피닝 수업 참여) 지출을 조절하고 강점(분위기 조성 및 아이스브레이킹)을 활용해 월별 저축 루틴을 유지하기",500000
36,김종철,40,그 외 제품 디자이너,Male,52700000,강원 강원-춘천시,"김종철 씨는 ICT 전문성을 바탕으로 춘천의 소상공인을 돕는 디자인 전문가이자, 고요한 자연과 시티팝을 사랑하는 현실적인 가장입니다. 주요 강점은 외식업 전용 키오스크 UX 디자인, 매장 동선 최적화 설계이며, 일상 관심사는 소양강 댐 주변 드라이브, 전략 시뮬레이션 게임, 8090 시티팝 감상입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 당장의 큰 수익보다는 자신의 설계가 실제 매출 상승으로 이어지는 구체적인 성과를 만드는 데 집중합니다.",0,"가족 생활비와 노후 준비의 균형 확보: 강원 강원-춘천시 거주, 그 외 제품 디자이너 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(소양강 댐 주변 드라이브) 지출을 조절하고 강점(외식업 전용 키오스크 UX 디자인)을 활용해 월별 저축 루틴을 유지하기",2720000
37,최청아,42,경·소형 화물차 운전원,Female,45400000,전라남 전라남-담양군,"최청아 씨는 담양의 좁은 길을 누비는 능숙한 화물차 운전사로, 사교적인 성격과 철저한 자기관리 능력을 갖춘 채 가족의 안락한 미래를 설계하는 40대 여성입니다. 주요 강점은 좁은 골목길 정밀 운전, 효율적인 배송 경로 설계이며, 일상 관심사는 모바일 퍼즐 게임, 네일 아트 및 피부 관리, 메타세쿼이아 길 산책입니다. 가족·주거 형태는 배우자·자녀와 거주, 단독주택이며, 현재 운영하는 1톤 트럭 외에 차량을 추가로 도입해 소규모 운송 네트워크를 구축하고, 자녀들이 성인이 되었을 때 안정적인 자산 기반을 물려주고 싶어 합니다.",0,"가족 생활비와 노후 준비의 균형 확보: 전라남 전라남-담양군 거주, 경·소형 화물차 운전원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 주거비 안정화, 취미/관심사(모바일 퍼즐 게임) 지출을 조절하고 강점(좁은 골목길 정밀 운전)을 활용해 월별 저축 루틴을 유지하기",2350000
38,박상직,45,건물 경비원,Male,35600000,전북 전북-고창군,"박상직 씨는 고창에서 성실하게 경비 업무를 수행하며 가족의 안정을 최우선으로 여기는, 조용하지만 강한 책임감을 가진 40대 가장입니다. 주요 강점은 출입자 명부 관리 및 안내, 시설물 야간 순찰 및 보안 점검이며, 일상 관심사는 유튜브 요리 채널 시청 및 따라 하기, 고창읍성 및 마을 길 산책, 제철 식재료를 활용한 집밥 만들기입니다. 가족·주거 형태는 배우자·자녀와 거주, 단독주택이며, 지금처럼 큰 풍파 없이 가정을 돌보며, 자녀들이 성인이 되어 제 길을 찾을 때까지 안정적인 울타리가 되어주는 것에 만족하며 살아갑니다.",0,"가족 생활비와 노후 준비의 균형 확보: 전북 전북-고창군 거주, 건물 경비원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 주거비 안정화, 취미/관심사(유튜브 요리 채널 시청 및 따라 하기) 지출을 조절하고 강점(출입자 명부 관리 및 안내)을 활용해 월별 저축 루틴을 유지하기",1840000
39,남종광,52,무직,Male,0,전북 전북-전주시 덕진구,"남종광 씨는 고도의 IT 전문 지식과 무직이라는 현실 사이의 괴리를 안고 살아가며, 어머니에 대한 효심과 디지털 봉사라는 새로운 사회적 목표를 품고 사는 52세 남성입니다. 주요 강점은 네트워크 아키텍처 설계, 서버 리소스 최적화이며, 일상 관심사는 역사 다큐멘터리 시청, 전주 한옥마을 일대 유적지 탐방, 최신 가전제품 기능 분석입니다. 가족·주거 형태는 어머니와 동거, 아파트이며, 다시 치열한 경쟁 사회로 돌아가기보다, 자신이 가진 IT 전문 지식을 활용해 지역 복지관이나 작은 도서관에서 어르신들을 대상으로 하는 디지털 교육 봉사자로 활동하며 소소한 사회적 영향력을 발휘하고 싶어 합니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 전북 전북-전주시 덕진구 거주, 무직 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(역사 다큐멘터리 시청) 지출을 조절하고 강점(네트워크 아키텍처 설계)을 활용해 월별 저축 루틴을 유지하기",500000
40,김연욱,47,일반 비서,Female,56300000,서울 서울-강동구,"김연욱 씨는 강동구에서 자가 아파트를 소유하고 복지관 비서로 근무하는 47세 여성으로, 철저한 자기관리와 가족에 대한 헌신을 통해 안정적인 삶을 일궈가는 실무형 살림꾼입니다. 주요 강점은 복지재단 일정 최적화 및 관리, 공공기관 제출용 행정 문서 검수이며, 일상 관심사는 강동구민체육센터 배드민턴, 고덕천 반려견 산책, 유튜브 정리 정돈 영상 시청입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 정년까지 큰 굴곡 없이 지금의 안정적인 소득 수준을 유지하며 자녀들의 성장을 뒷바라지하는 것을 현실적인 목표로 삼고 있습니다.",0,"가족 생활비와 노후 준비의 균형 확보: 서울 서울-강동구 거주, 일반 비서 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(강동구민체육센터 배드민턴) 지출을 조절하고 강점(복지재단 일정 최적화 및 관리)을 활용해 월별 저축 루틴을 유지하기",2910000
41,박은진,29,보육교사,Female,45500000,광주 광주-남구,"박은진 씨는 광주 양림동에서 내 집 마련의 꿈을 이룬 성실한 보육교사로, 철저한 자기관리와 소박한 취향 사이에서 균형을 잡으며 살아가는 20대 여성입니다. 주요 강점은 영유아 발달 단계별 맞춤형 놀이 설계, 학부모 상담 및 갈등 중재이며, 일상 관심사는 남구 체육센터 배드민턴, 홈카페 소금빵 굽기, 네이버 블로그 일상 기록입니다. 가족·주거 형태는 혼자 거주, 단독주택이며, 서두르지 않고 매년 한 가지씩 새로운 교육법을 현장에 적용하며 자신만의 보육 철학을 완성해가는 과정에 집중합니다.",0,"비상금과 커리어 전환 자금 마련: 광주 광주-남구 거주, 보육교사 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 주거비 안정화, 취미/관심사(남구 체육센터 배드민턴) 지출을 조절하고 강점(영유아 발달 단계별 맞춤형 놀이 설계)을 활용해 월별 저축 루틴을 유지하기",2770000
42,윤종수,42,산업 안전원,Male,49100000,대구 대구-달서구,"윤종수 씨는 대구 달서구의 금속 가공 현장을 지키는 실용주의적 안전 관리자로, 가족에 대한 책임감과 친구들과의 의리를 중시하며 사우나와 낚시로 삶의 균형을 잡는 40대 가장입니다. 주요 강점은 산업안전보건법 현장 적용 및 점검, 금속 가공 공정 위험성 평가이며, 일상 관심사는 동네 사우나 및 찜질방 방문, 유튜브 자동차 및 낚시 콘텐츠 시청, 지역 사회인 야구 동호회 활동입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 무리한 승진 경쟁보다는 현장에서 '말 통하는 안전 관리자'라는 평판을 유지하며, 큰 사고 없이 정년까지 안정적으로 재직하는 것을 최우선으로 생각합니다.",0,"가족 생활비와 노후 준비의 균형 확보: 대구 대구-달서구 거주, 산업 안전원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(동네 사우나 및 찜질방 방문) 지출을 조절하고 강점(산업안전보건법 현장 적용 및 점검)을 활용해 월별 저축 루틴을 유지하기",2540000
43,진진숙,43,무직,Female,0,경상북 경상북-영주시,"진진숙 씨는 영주에서 가족과 함께 살며 인테리어와 꽃꽂이에 관심이 많은, 사교적이고 유연한 성격의 40대 전업주부입니다. 주요 강점은 지역 커뮤니티 인맥 관리, 거실 가구 재배치 및 스타일링이며, 일상 관심사는 부석사 및 소수서원 나들이, 오늘의집 인테리어 소품 수집, 유튜브 뷰티 및 피부 관리 영상 시청입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 거창한 성공보다는 꽃꽂이 자격증을 따서 작은 공방을 운영하거나, 이웃들과 함께하는 소규모 문화 강좌를 열어 사회적 존재감을 느끼는 소소한 성취를 꿈꿉니다.",0,"가족 생활비와 노후 준비의 균형 확보: 경상북 경상북-영주시 거주, 무직 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(부석사 및 소수서원 나들이) 지출을 조절하고 강점(지역 커뮤니티 인맥 관리)을 활용해 월별 저축 루틴을 유지하기",500000
44,최정이,40,무직,Female,0,전북 전북-정읍시,"최정이 씨는 전북 정읍에서 가족을 돌보며 보건복지 전문가로서의 재취업을 꿈꾸는, 책임감 강하고 사교적인 40대 여성입니다. 주요 강점은 노인 맞춤형 영양 식단 짜기, 정부 복지 혜택 신청 서류 작성이며, 일상 관심사는 내장산 조각공원 산책, 건강 요리 유튜브 시청, 정읍 시내 디저트 카페 탐방입니다. 가족·주거 형태는 배우자·자녀·어머니와 거주, 단독주택이며, 자녀가 성장함에 따라 정읍시 가족센터나 지역 복지관의 사례 관리사로 복귀해 전문성을 발휘하고 싶어 하지만, 모든 일을 완벽하게 처리하려는 강박 때문에 재취업 준비 과정에서 스스로를 지나치게 압박하곤 합니다.",0,"가족 생활비와 노후 준비의 균형 확보: 전북 전북-정읍시 거주, 무직 생활 패턴을 기준으로 자녀 관련 지출 계획화, 주거비 안정화, 취미/관심사(내장산 조각공원 산책) 지출을 조절하고 강점(노인 맞춤형 영양 식단 짜기)을 활용해 월별 저축 루틴을 유지하기",500000
45,신정호,48,시설 경비원,Male,33300000,경상남 경상남-거제시,"신정호 씨는 거제도의 쇠락을 지켜보며 자라온 시설 경비원으로, 유연한 처세술과 성실함을 갖췄지만 건강 관리와 경제적 여유에는 서툰 40대 후반의 남성입니다. 주요 강점은 CCTV 모니터링 및 이상 징후 포착, 기초 시설물 유지보수 및 점검이며, 일상 관심사는 면온저수지 주변 산책 및 삼림욕, 동네 당구장 게임, MBC 표준FM 라디오 청취입니다. 가족·주거 형태는 어머니와 동거, 단독주택이며, 지금 근무하는 시설에서 성실함을 인정받아 관리직으로 전환되어 월급을 조금이라도 올리고, 나중에는 작은 시골집을 고쳐 어머니와 조용히 지낼 수 있는 최소한의 기반을 만드는 것입니다.",0,"가족 생활비와 노후 준비의 균형 확보: 경상남 경상남-거제시 거주, 시설 경비원 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 주거비 안정화, 취미/관심사(면온저수지 주변 산책 및 삼림욕) 지출을 조절하고 강점(CCTV 모니터링 및 이상 징후 포착)을 활용해 월별 저축 루틴을 유지하기",1690000
46,최경숙,55,건물 청소원,Female,38900000,서울 서울-관악구,"최경숙 씨는 관악구에서 잔뼈가 굵은 베테랑 청소원이자, 가족을 위해 헌신하며 당구와 조깅으로 활력을 찾는 50대 여성입니다. 주요 강점은 자재별 맞춤형 세제 선택 및 배합, 건물 층별 최단 청소 동선 설계이며, 일상 관심사는 관악산 둘레길 새벽 조깅, 동네 지인들과의 3쿠션 당구, 유튜브 트로트 가수 무대 영상 시청입니다. 가족·주거 형태는 배우자·자녀와 거주, 주택 이외의 거처이며, 큰 욕심 없이 지금의 일터를 건강하게 지키며 막내 자녀가 완전히 독립할 때까지 매달 꼬박꼬박 월급을 받는 안정적인 생활을 유지하고 싶어 합니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 서울 서울-관악구 거주, 건물 청소원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 주거비 안정화, 취미/관심사(관악산 둘레길 새벽 조깅) 지출을 조절하고 강점(자재별 맞춤형 세제 선택 및 배합)을 활용해 월별 저축 루틴을 유지하기",1910000
47,정지훈,29,무직,Male,0,서울 서울-송파구,"정지훈 씨는 건축공학 전공자의 전문성을 갖췄으나 취업 준비의 무기력함 속에 사는 20대 후반의 남성으로, 보드게임과 스포츠 관람, 자연 속의 휴식으로 삶의 균형을 잡으려 노력합니다. 주요 강점은 오토캐드 도면 설계, 레빗 3D 모델링이며, 일상 관심사는 프리미어리그 경기 시청, 보드게임(카탄, 스플렌더입니다. 가족·주거 형태는 비친족 동거, 아파트이며, 너무 치열한 경쟁보다는 자신의 속도로 일할 수 있는 중견 건설사의 설계 팀에 들어가, 실무 경험을 쌓으며 안정적인 생활 기반을 잡고 싶어 합니다.",0,"비상금과 커리어 전환 자금 마련: 서울 서울-송파구 거주, 무직 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(프리미어리그 경기 시청) 지출을 조절하고 강점(오토캐드 도면 설계)을 활용해 월별 저축 루틴을 유지하기",500000
48,심복실,56,가사 도우미,Female,37600000,경상북 경상북-고령군,"심복실 씨는 고령군에서 신뢰받는 가사 도우미로 일하며, 소박한 외식과 산책으로 삶의 즐거움을 찾는 단단한 내면의 소유자입니다. 주요 강점은 맞춤형 공간 정리정돈, 섬유별 맞춤 세탁 및 관리이며, 일상 관심사는 대가야 고분군 산책로 걷기, 지역 내 이탈리안 레스토랑 탐방, 유튜브로 최신 인테리어 영상 보기입니다. 가족·주거 형태는 배우자와 거주, 단독주택이며, 고령 지역에서 가장 믿고 맡길 수 있는 일꾼이라는 평판을 유지하며, 건강을 잘 관리해 정년 없이 오랫동안 이웃들에게 도움을 주는 보람을 느끼고 싶어 합니다.",0,"은퇴 전 현금흐름 정리와 건강 지출 대비: 경상북 경상북-고령군 거주, 가사 도우미 생활 패턴을 기준으로 가족 공동 지출 관리, 주거비 안정화, 취미/관심사(대가야 고분군 산책로 걷기) 지출을 조절하고 강점(맞춤형 공간 정리정돈)을 활용해 월별 저축 루틴을 유지하기",1750000
49,홍두현,26,보험 심사원,Male,31100000,경기 경기-양주시,"홍두현 씨는 꼼꼼한 업무 능력과 부드러운 성격을 가진 보험 심사원으로, 알뜰한 저축과 피규어 수집, 식도락 여행을 통해 삶의 균형을 찾는 20대 청년입니다. 주요 강점은 보험 약관 분석 및 지급 적정성 심사, 민원인 응대 및 갈등 중재이며, 일상 관심사는 지역 배드민턴 동호회 활동, 전국 노포 면 요리 맛집 탐방, 한정판 캐릭터 피규어 수집입니다. 가족·주거 형태는 부모와 동거, 아파트이며, 장기적으로는 안정적인 소득을 바탕으로 부모님으로부터 독립해 자신만의 보금자리를 마련하는 것을 현실적인 목표로 삼고 있습니다.",0,"비상금과 커리어 전환 자금 마련: 경기 경기-양주시 거주, 보험 심사원 생활 패턴을 기준으로 부모님 부양 비용 관리, 월 고정 주거비 관리, 취미/관심사(지역 배드민턴 동호회 활동) 지출을 조절하고 강점(보험 약관 분석 및 지급 적정성 심사)을 활용해 월별 저축 루틴을 유지하기",1840000
50,최지현,31,자동 재봉설비 조작원,Female,45200000,부산 부산-강서구,"최지현 씨는 부산 강서구의 의복 제조 공장에서 성실하게 일하며 어머니와의 안정적인 삶을 일궈가는, 다정하지만 내면에 소심한 걱정을 품고 사는 30대 직장인입니다. 주요 강점은 자동 재봉기 장력 최적화, 원단별 봉제 결함 판별이며, 일상 관심사는 낙동강 하구둑 산책, 유튜브 먹방 영상 시청, 전포 카페거리 양식당 투어입니다. 가족·주거 형태는 어머니와 동거, 아파트이며, 어머니와 함께 누릴 수 있는 안락한 노후 자금을 차곡차곡 모으는 실질적인 목표에 집중합니다.",0,"주거 안정과 중기 목돈 마련: 부산 부산-강서구 거주, 자동 재봉설비 조작원 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(낙동강 하구둑 산책) 지출을 조절하고 강점(자동 재봉기 장력 최적화)을 활용해 월별 저축 루틴을 유지하기",2410000
51,이현준,25,금속공학 기술자 및 연구원,Male,52100000,울산 울산-남구,"이현준 씨는 울산의 금속공학 기술자로 일하며 수학적 정밀함과 예술적 감성을 동시에 지닌, 책임감 강한 20대 젊은 가장입니다. 주요 강점은 특수 합금 열처리 공정 설계, 금속 조직 미세 구조 분석이며, 일상 관심사는 태화강 십리대숲 풍경 사진 촬영, 명란구이와 하이볼 곁들이기, 과학 전문 팟캐스트 청취입니다. 가족·주거 형태는 배우자·자녀와 거주, 아파트이며, 기술적 숙련도를 쌓아 동료들이 믿고 찾는 현장 전문가이자, 회사의 핵심 기술 자산으로 인정받는 수석 연구원을 꿈꿉니다.",0,"비상금과 커리어 전환 자금 마련: 울산 울산-남구 거주, 금속공학 기술자 및 연구원 생활 패턴을 기준으로 자녀 관련 지출 계획화, 월 고정 주거비 관리, 취미/관심사(태화강 십리대숲 풍경 사진 촬영) 지출을 조절하고 강점(특수 합금 열처리 공정 설계)을 활용해 월별 저축 루틴을 유지하기",3040000
52,조태민,22,출판 및 자료편집 사무원,Male,38500000,서울 서울-강서구,"조태민 씨는 강서구 마곡의 일식 맛집과 헬스장을 전전하며, 한글 프로그램의 달인으로 인정받아 빠르게 퇴근하고 싶은 22세의 실무형 청년입니다. 주요 강점은 교육 콘텐츠 레이아웃 편집, 한글 및 엑셀 데이터 구조화이며, 일상 관심사는 마곡지구 일식 맛집 탐방, 웨이트 트레이닝, 유튜브 음식 콘텐츠 시청입니다. 가족·주거 형태는 부모와 동거, 다세대주택이며, 실무 역량을 빠르게 쌓아 편집 분야의 대체 불가능한 전문가가 됨으로써, 업무 효율을 극대화해 개인의 휴식 시간을 충분히 확보하는 안정적인 직장 생활을 지향합니다.",0,"비상금과 커리어 전환 자금 마련: 서울 서울-강서구 거주, 출판 및 자료편집 사무원 생활 패턴을 기준으로 부모님 부양 비용 관리, 월 고정 주거비 관리, 취미/관심사(마곡지구 일식 맛집 탐방) 지출을 조절하고 강점(교육 콘텐츠 레이아웃 편집)을 활용해 월별 저축 루틴을 유지하기",2280000
53,서승희,34,전기 부품 제조 기계 조작원,Female,54200000,대구 대구-서구,"서승희 씨는 기계 소음 속에서 정밀함을 찾아내는 숙련된 기술자이자, 고단한 하루 끝에 잡지와 산책으로 내면을 돌보는 외로운 도시인입니다. 주요 강점은 PLC 제어 및 제조 설비 운용, 전기 회로 도면 해독 및 분석이며, 일상 관심사는 대구 서구 인근 골목 산책, 인테리어 및 디자인 잡지 읽기, 전국 주요 도시 시티투어 버스 여행입니다. 가족·주거 형태는 혼자 거주 (배우자 별거), 아파트이며, 언젠가는 기술사 자격증을 취득하여 현장 관리직으로 옮겨가 더 안정적인 환경에서 일하고 싶어 합니다.",0,"주거 안정과 중기 목돈 마련: 대구 대구-서구 거주, 전기 부품 제조 기계 조작원 생활 패턴을 기준으로 1인 생활비와 자기계발비 통제, 월 고정 주거비 관리, 취미/관심사(대구 서구 인근 골목 산책) 지출을 조절하고 강점(PLC 제어 및 제조 설비 운용)을 활용해 월별 저축 루틴을 유지하기",2980000
